question,date,yes_price,no_price
"Will Trump say ""crypto"" or ""Bitcoin"" during California rally on October 12?",2024-10-11,0.045,0.955
"Will Trump say ""too big to rig"" during Colorado rally on October 11?",2024-10-11,0.915,0.085
"Will Trump say ""green new scam"" 2 or more times during California rally on October 12?",2024-10-11,0.375,0.625
Will Trump mention $MAGA before Election?,2024-10-11,0.065,0.935
Will the Democratic candidate win Nevada by 4.0% or more?,2024-10-11,0.135,0.865
Trump ineligible to run for President?,2024-10-11,0.01,0.99
Will the Republican candidate win Nevada by 4.0% or more?,2024-10-11,0.095,0.905
"Will Trump say ""tax"" 30 or more times during California rally on October 12?",2024-10-11,0.19,0.81
"Will Trump say ""Alaska"" during California rally on October 12?",2024-10-11,0.57,0.43
Will Trump launch a coin before the election?,2024-10-11,0.43,0.57
Will the Democratic candidate win Nevada by 3.0%-4.0%?,2024-10-11,0.075,0.925
Will the Republican candidate win Nevada by 3.0%-4.0%?,2024-10-11,0.065,0.935
"Will Trump say ""crypto"" or ""Bitcoin"" during Colorado rally on October 11?",2024-10-11,0.0365,0.9635
Will the Republican candidate win Nevada by  0%-1.0%?,2024-10-11,0.105,0.895
Will the Democratic candidate win Nevada by 2.0%-3.0%?,2024-10-11,0.085,0.915
Will the Republican candidate win Nevada by 2.0%-3.0%?,2024-10-11,0.07,0.93
Will the Democratic candidate win Nevada by  0%-1.0%?,2024-10-11,0.13,0.87
Trump eligible to vote in the election?,2024-10-11,0.9865,0.0135
Will the Republican candidate win Nevada by 1.0%-2.0%?,2024-10-11,0.095,0.905
Will the Democratic candidate win Nevada by  1.0%-2.0%?,2024-10-11,0.12,0.88
"Will Trump say ""FEMA"" during Colorado rally on October 11?",2024-10-11,0.42,0.58
"Will Trump say ""tax"" 30 or more times during Colorado rally on October 11?",2024-10-11,0.18,0.82
"Will Trump say ""fracking"" 3 or more times during Colorado rally on October 11?",2024-10-11,0.54,0.46
"Will Trump say ""China"" 10 or more times during California rally on October 12?",2024-10-11,0.55,0.45
"Will Trump say ""border"" 30 or more times during California rally on October 12?",2024-10-11,0.385,0.615
Trump and Harris agree to Fox News debate?,2024-10-11,0.033,0.967
Trump fires campaign manager?,2024-10-11,0.0355,0.9645
"Will Trump say ""border"" 20 or more times during California rally on October 12?",2024-10-11,0.825,0.175
"Will Trump say ""China"" 10 or more times during Colorado rally on October 11?",2024-10-11,0.36,0.64
Will the Republican candidate win North Carolina by 4.0% or more?,2024-10-30,0.455,0.545
Will the Republican candidate win North Carolina by 3.0%-4.0%?,2024-10-30,0.125,0.875
Will the Democratic candidate win North Carolina by 3%-4.0%?,2024-10-30,0.0275,0.9725
Will the Democratic candidate win North Carolina by 4.0% or more?,2024-10-30,0.045,0.955
Will the Republican candidate win North Carolina by 2.0%-3.0%?,2024-10-30,0.09,0.91
Will the Republican candidate win North Carolina by 0%-1.0%?,2024-10-30,0.095,0.905
Will the Democratic candidate win North Carolina by 2%-3.0%?,2024-10-30,0.0345,0.9655
Will North Carolina be the closest state?,2024-10-30,0.065,0.935
Will the Republican candidate win North Carolina by 1.0%-2.0%?,2024-10-30,0.085,0.915
Will the Democratic candidate win North Carolina by 0%-1.0%?,2024-10-30,0.085,0.915
Will the Democratic candidate win North Carolina by 1%-2.0%?,2024-10-30,0.047,0.953
"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",2024-10-30,0.335,0.665
"Will Trump say ""Springfield"" during Nevada rally on Oct 31?",2024-10-30,0.405,0.595
"Will Trump say ""American dream"" 5 or more times during Nevada rally on Oct 31?",2024-10-30,0.24,0.76
"Will Trump say ""American dream"" 3 or more times during Wisconsin rally on Oct 30?",2024-10-30,0.69,0.31
"Will Trump say ""Border"" 30 or more times during Pennsylvania rally on Oct 29?",2024-10-30,0.155,0.845
Will Donald Trump win the 2024 US Presidential Election?,2024-10-30,0.6655,0.3345
"Will Trump say ""McDonald's"" during Nevada rally on Oct 31?",2024-10-30,0.755,0.245
"Will Trump say ""Rocket"" during Pennsylvania rally on Oct 29?",2024-10-30,0.615,0.385
Trump ineligible to run for President?,2024-10-30,0.003,0.997
"Will Trump say ""border"" 30 or more times during Nevada rally on Oct 31?",2024-10-30,0.135,0.865
"Will Trump say ""American dream"" 3 or more times during Virginia rally on Nov 2?",2024-11-02,0.575,0.425
"Will Trump say ""vote"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.21,0.79
Will Donald Trump win the 2024 US Presidential Election?,2024-11-02,0.621,0.379
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-02,0.3645,0.6355
"Will Trump say ""McDonald's"" during Virginia rally on Nov 2?",2024-11-02,0.9,0.1
"Will Trump say ""Mars"" during Virginia rally on Nov 2?",2024-11-02,0.08,0.92
Trump blowout victory?,2024-11-02,0.14,0.86
"Will Trump say ""John McGuire"" during Virginia rally on Nov 2?",2024-11-02,0.685,0.315
"Will Trump say ""Hung Cao"" during Virginia rally on Nov 2?",2024-11-02,0.865,0.135
"Will Trump say ""weave"" during Virginia rally on Nov 2?",2024-11-02,0.305,0.695
"Will Trump say ""Capone"" during Virginia rally on Nov 2?",2024-11-02,0.6,0.4
Trump wins Pennsylvania but loses the Election?,2024-11-02,0.075,0.925
Will Trump get more votes than 2020?,2024-11-02,0.695,0.305
"Will Trump say ""tax"" 20 or more times during Virginia rally on Nov 2?",2024-11-02,0.25,0.75
"Will Trump say ""crypto"" or ""Bitcoin"" during Virginia rally on Nov 2?",2024-11-02,0.038,0.962
"Will Trump say ""Melania"" during Virginia rally on Nov 2?",2024-11-02,0.115,0.885
Will Trump win Miami?,2024-11-02,0.595,0.405
Trump eligible to vote in the election?,2024-11-02,0.9055,0.0945
Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.08,0.92
"Will Trump say ""tampon"" during Virginia rally on Nov 2?",2024-11-02,0.055,0.945
Will Trump win West Virginia by the largest margin?,2024-11-02,0.16,0.84
Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.095,0.905
Will Chris Christie win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""unrealized"" during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
"Will Trump say ""god"" 4 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.48,0.52
Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.1435,0.8565
Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.08,0.92
"Will Trump say ""Russia"" 3 or more times during Virginia rally on Nov 2?",2024-11-02,0.655,0.345
Will Trump get less than 66m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.0335,0.9665
Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.028,0.972
Will Kanye West win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.065,0.935
"Will Trump say ""China"" 10 or more times during Virginia rally on Nov 2?",2024-11-02,0.205,0.795
Will Trump drop out of presidential race?,2024-11-02,0.0045,0.9955
"Will Trump say ""border"" 20 or more times during Virginia rally on Nov 2?",2024-11-02,0.8,0.2
Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,2024-11-02,0.125,0.875
Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.11,0.89
"Will Trump say ""border"" 30 or more times during Virginia rally on Nov 2?",2024-11-02,0.155,0.845
"Will Trump say ""frack"" or ""fracking"" 4 or more times during Virginia rally on Nov 2?",2024-11-02,0.755,0.245
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.13,0.87
Will Trump win Mississippi by 20+ points?,2024-11-02,0.62,0.38
Will Trump get 68-70m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.04,0.96
Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,2024-11-02,0.12,0.88
"Will Trump say ""McDonald's"" during Wisconsin rally on Nov 1?",2024-11-02,0.92,0.08
Will Trump win another state by the largest margin?,2024-11-02,0.0185,0.9815
"Will Trump say ""Pocahontas"" during Virginia rally on Nov 2?",2024-11-02,0.92,0.08
Will Trump win Arkansas by the largest margin?,2024-11-02,0.0025,0.9975
"Trump wins the election but loses WI, MI, or PA?",2024-11-02,0.355,0.645
Will Trump win 6 swing states?,2024-11-02,0.175,0.825
"Will Trump say ""crypto"" or ""Bitcoin"" during Wisconsin rally on Nov 1?",2024-11-02,0.0295,0.9705
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-02,0.0335,0.9665
Will Trump win Florida by 8+ points?,2024-11-02,0.67,0.33
"Will Trump say ""weave"" during Wisconsin rally on Nov 1?",2024-11-02,0.31,0.69
"Will Trump say ""women's sports"" during Virginia rally on Nov 2?",2024-11-02,0.945,0.055
Will Trump win Alaska by 6+ points?,2024-11-02,0.85,0.15
Trump wins a solid blue state?,2024-11-02,0.155,0.845
Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump win Texas by 10+ points?,2024-11-02,0.325,0.675
"Will Trump say ""Wisconsin"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.125,0.875
Will Joe Rogan announce he is voting for Trump?,2024-11-02,0.105,0.895
Will Gavin Newsom win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-02,0.095,0.905
Trump wins every swing state?,2024-11-02,0.215,0.785
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""hell"" 10 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.695,0.305
Will Trump win Alabama by 30+ points?,2024-11-02,0.47,0.53
Trump ineligible to run for President?,2024-11-02,0.0025,0.9975
Will Trump win Florida by 12+ points?,2024-11-02,0.245,0.755
"Will Trump say ""tax"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.23,0.77
Will Trump mention $MAGA before Election?,2024-11-02,0.0135,0.9865
Will RFK Jr. win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump lead in RCP by 2.5 or more on Nov 4?,2024-11-02,0.023,0.977
Will Trump lead in RCP by 2-2.4 on Nov 4?,2024-11-02,0.0155,0.9845
"Will Trump say ""missile defense shield"" during Virginia rally on Nov 2?",2024-11-02,0.9,0.1
"Will Trump say ""Elon"" during Wisconsin rally on Nov 1?",2024-11-02,0.935,0.065
Will Trump be Speaker by January 1?,2024-11-02,0.041,0.959
Will Joe Biden win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump win no swing states?,2024-11-02,0.085,0.915
Will Trump win Ohio by 12+ points?,2024-11-02,0.25,0.75
Winning candidate also wins popular vote?,2024-11-02,0.695,0.305
Will Trump lead in RCP by 0.5-0.9 on Nov 4?,2024-11-02,0.26,0.74
Will Bernie Sanders win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump win 5 swing states?,2024-11-02,0.19,0.81
Will Trump lead in RCP by 1.5-1.9 on Nov 4?,2024-11-02,0.034,0.966
Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""gun"" 5 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.43,0.57
"Will Trump say ""tampon"" during Wisconsin rally on Nov 1?",2024-11-02,0.04,0.96
Will Trump lead in RCP by 1-1.4 on Nov 4?,2024-11-02,0.0405,0.9595
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump win 4 swing states?,2024-11-02,0.155,0.845
Will Trump win Missouri by 20+ points?,2024-11-02,0.29,0.71
Trump gets more black voters than in 2020?,2024-11-02,0.845,0.155
Will Trump win 3 swing states?,2024-11-02,0.1,0.9
"Will Trump say ""Teamster"" during Wisconsin rally on Nov 1?",2024-11-02,0.795,0.205
"Will Trump say ""China"" 10 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.265,0.735
Will Trump sell shares of DJT before the election?,2024-11-02,0.035,0.965
Will Trump win 55% of voters without a college degree?,2024-11-02,0.51,0.49
Will Trump win Oklahoma by the largest margin?,2024-11-02,0.023,0.977
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Will Ron DeSantis win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
Will Trump win 2 swing states?,2024-11-02,0.07,0.93
Trump-Vance Republican ticket on election day?,2024-11-02,0.9965,0.0035
Will Trump win 7 swing states?,2024-11-02,0.21,0.79
Will Trump lead in RCP by 0.1-0.4 on Nov 4?,2024-11-02,0.355,0.645
Will any other Republican Politician win the 2024 US Presidential Election?,2024-11-02,0.0005,0.9995
"Will Trump say ""Pocahontas"" during Wisconsin rally on Nov 1?",2024-11-02,0.92,0.08
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-02,0.0355,0.9645
Trump grope video released before the election?,2024-11-02,0.0165,0.9835
Will Trump do better with LGTBQ voters than in 2020?,2024-11-02,0.205,0.795
Biden wins the Popular Vote?,2024-11-02,0.0005,0.9995
Will Joe Biden endorse Donald Trump?,2024-11-02,0.0035,0.9965
Will Trump win 1 swing state?,2024-11-02,0.065,0.935
"Will Trump say ""Venezuela"" or ""Venezuelan"" 5 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.33,0.67
Will Nate Silver correctly call the Presidential Election?,2024-11-02,0.6,0.4
"Will Trump say ""border"" 20 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.83,0.17
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-11-02,0.0005,0.9995
Trump wins and picks Dimon for Treasury Secretary?,2024-11-02,0.075,0.925
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-02,0.065,0.935
"Will Trump say ""border"" 30 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.14,0.86
Will Trump win North Dakota by the largest margin?,2024-11-02,0.0305,0.9695
Trump in jail before election day?,2024-11-02,0.0045,0.9955
Will Trump win 30% of Black men?,2024-11-02,0.215,0.785
Will Trump win Iowa by 12+ points?,2024-11-02,0.36,0.64
Will Trump win Idaho by the largest margin?,2024-11-02,0.0085,0.9915
"Will Trump say ""teleprompter"" 3 or more times during Wisconsin rally on Nov 1?",2024-11-02,0.305,0.695
Will the Democratic candidate win Nevada by 4.0% or more?,2024-11-02,0.065,0.935
Democrats win popular vote by 5-6%?,2024-11-02,0.045,0.955
"Will Trump say ""North Carolina"" 5 or more times during Michigan rally on October 25?",2024-10-26,0.255,0.745
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 26?",2024-10-26,0.84,0.16
"Will Trump say ""Ford"" during Michigan rally on October 25?",2024-10-26,0.47,0.53
"Will Trump say ""American dream"" 3 or more times during Michigan rally on October 25?",2024-10-26,0.42,0.58
"Will Trump say ""french fries"" during Pennsylvania rally on October 26?",2024-10-26,0.405,0.595
"Will Trump say ""McDonald's"" during Michigan rally on October 25?",2024-10-26,0.84,0.16
"Will Trump say ""god"" 5 or more times during Pennsylvania rally on October 26?",2024-10-26,0.46,0.54
"Will Trump say ""phone app"" during Pennsylvania rally on October 26?",2024-10-26,0.2,0.8
"Will Trump say ""Detroit"" during Michigan rally on October 25?",2024-10-26,0.875,0.125
"Will Trump say ""unrealized"" during Pennsylvania rally on October 26?",2024-10-26,0.435,0.565
"Will Trump say ""Pocahontas"" during Michigan rally on October 25?",2024-10-26,0.775,0.225
"Will Trump say ""Wall Street"" during Michigan rally on October 25?",2024-10-26,0.81,0.19
"Will Trump say ""Mars"" during Pennsylvania rally on October 26?",2024-10-26,0.715,0.285
"Will Trump say ""god"" 5 or more times during New York rally on October 27?",2024-10-26,0.445,0.555
"Will Trump say ""NAFTA"" during Pennsylvania rally on October 26?",2024-10-26,0.42,0.58
"Will Trump say ""NAFTA"" during Michigan rally on October 25?",2024-10-26,0.575,0.425
"Will Trump say ""Elon"" 5 or more times during Michigan rally on October 25?",2024-10-26,0.67,0.33
"Will Trump say ""sanctuary city"" during Pennsylvania rally on October 26?",2024-10-26,0.88,0.12
"Will Trump say ""Tren de Aragua"" during Pennsylvania rally on October 26?",2024-10-26,0.88,0.12
"Will Trump say ""Hitler"" during Michigan rally on October 25?",2024-10-26,0.155,0.845
"Will Trump say ""teleprompter"" 3 or more times during Pennsylvania rally on October 26?",2024-10-26,0.365,0.635
"Will Trump say ""New York"" 30 or more times during New York rally on October 27?",2024-10-26,0.485,0.515
"Will Trump say ""COVID"" 2 or more times during New York rally on October 27?",2024-10-26,0.495,0.505
"Will Trump say ""Mexico"" 5 or more times during Michigan rally on October 25?",2024-10-26,0.66,0.34
"Will Trump say ""Pocahontas"" during New York rally on October 27?",2024-10-26,0.785,0.215
"Will Trump say ""economic wasteland"" during Pennsylvania rally on October 26?",2024-10-26,0.55,0.45
"Will Trump say ""beach"" during Pennsylvania rally on October 26?",2024-10-26,0.55,0.45
"Will Trump say ""World Trade Center"" during New York rally on October 27?",2024-10-26,0.695,0.305
"Will Trump say ""beach"" during Michigan rally on October 25?",2024-10-26,0.465,0.535
"Will Trump say ""border"" 25 or more times during Pennsylvania rally on October 26?",2024-10-26,0.72,0.28
"Will Trump say ""China"" 10 or more times during Michigan rally on October 25?",2024-10-26,0.625,0.375
"Will Trump say ""China"" 10 or more times during Pennsylvania rally on October 26?",2024-10-26,0.5,0.5
